415 ms ; init
14969132 ms ; SW2 ;has been pressed
14969384 ms ; SW2 ;has been pressed
14969414 ms ; SW3 ;has been pressed
14969793 ms ; SW1 ;has been pressed
14969815 ms ; SW4 ;has been pressed
15004268 ms ; SW4 ;has been pressed
15004304 ms ; SW3 ;has been pressed
15004814 ms ; SW4 ;has been pressed
15004936 ms ; SW4 ;has been pressed
15005274 ms ; SW2 ;has been pressed
15005473 ms ; SW4 ;has been pressed
15005988 ms ; SW2 ;has been pressed
15006127 ms ; SW2 ;has been pressed
15006148 ms ; SW1 ;has been pressed
15006957 ms ; SW2 ;has been pressed
15007432 ms ; SW2 ;has been pressed
15007519 ms ; SW1 ;has been pressed
15007847 ms ; SW2 ;has been pressed
15008089 ms ; SW2 ;has been pressed
15008678 ms ; SW3 ;has been pressed
15008802 ms ; SW4 ;has been pressed
15008924 ms ; SW4 ;has been pressed
15009124 ms ; SW2 ;has been pressed
15009145 ms ; SW1 ;has been pressed
15009565 ms ; SW2 ;has been pressed
15009765 ms ; SW2 ;has been pressed
15010007 ms ; SW2 ;has been pressed
15010163 ms ; SW3 ;has been pressed
15020292 ms ; SW1 ;has been pressed
15023995 ms ; SW4 ;has been pressed
15024017 ms ; SW2 ;has been pressed
15024139 ms ; SW4 ;has been pressed
15024160 ms ; SW1 ;has been pressed
15024185 ms ; SW3 ;has been pressed
15024451 ms ; SW2 ;has been pressed
15024473 ms ; SW3 ;has been pressed
15024711 ms ; SW2 ;has been pressed
15025274 ms ; SW2 ;has been pressed
15025312 ms ; SW3 ;has been pressed
15026388 ms ; SW4 ;has been pressed
15026510 ms ; SW4 ;has been pressed
15027484 ms ; SW1 ;has been pressed
15027590 ms ; SW4 ;has been pressed
15031623 ms ; SW2 ;has been pressed
15031745 ms ; SW1 ;has been pressed
15031992 ms ; SW4 ;has been pressed
15032248 ms ; SW3 ;has been pressed
15112394 ms ; SW3 ;has been pressed
15112989 ms ; SW4 ;has been pressed
15357315 ms ; SW2 ;has been pressed and the led UV has activate
15357537 ms ; SW1 ;has been pressed
15357607 ms ; SW2 ;has been pressed
15357838 ms ; SW2 ;has been pressed
15357877 ms ; SW1 ;has been pressed
15358104 ms ; SW1 ;has been pressed
15358126 ms ; SW2 ;has been pressed
15358246 ms ; SW1 ;has been pressed
15358380 ms ; SW1 ;has been pressed
15358619 ms ; SW3 ;has been pressed
15358858 ms ; SW2 ;has been pressed
15359181 ms ; SW4 ;has been pressed
15359356 ms ; SW3 ;has been pressed
15359382 ms ; SW4 ;has been pressed
15468878 ms ; SW2 ;has been pressed
15469000 ms ; SW2 ;has been pressed
15469684 ms ; SW2 ;has been pressed
15469706 ms ; SW3 ;has been pressed and the led UV has activate
15469928 ms ; SW3 ;has been pressed
15470611 ms ; SW3 ;has been pressed
15470632 ms ; SW2 ;has been pressed
15470882 ms ; SW2 ;has been pressed
15471104 ms ; SW3 ;has been pressed
15471125 ms ; SW4 ;has been pressed
15471289 ms ; SW2 ;has been pressed
15471310 ms ; SW1 ;has been pressed
15471528 ms ; SW1 ;has been pressed
15471649 ms ; SW3 ;has been pressed
15471821 ms ; SW1 ;has been pressed
15473602 ms ; SW4 ;has been pressed
15473624 ms ; SW1 ;has been pressed
15474203 ms ; SW2 ;has been pressed
15474225 ms ; SW3 ;has been pressed
15474860 ms ; SW3 ;has been pressed
15474881 ms ; SW2 ;has been pressed
15475304 ms ; SW4 ;has been pressed
15477932 ms ; SW4 ;has been pressed
15477956 ms ; SW1 ;has been pressed
15478128 ms ; SW1 ;has been pressed
15478395 ms ; SW4 ;has been pressed
15478648 ms ; SW4 ;has been pressed
15478980 ms ; SW1 ;has been pressed
15479002 ms ; SW4 ;has been pressed
15479130 ms ; SW4 ;has been pressed
15479389 ms ; SW4 ;has been pressed
15479624 ms ; SW4 ;has been pressed
15479864 ms ; SW4 ;has been pressed
15480094 ms ; SW4 ;has been pressed
15480406 ms ; SW4 ;has been pressed
15480427 ms ; SW1 ;has been pressed
15480648 ms ; SW4 ;has been pressed
15480674 ms ; SW1 ;has been pressed
15480897 ms ; SW4 ;has been pressed
15480971 ms ; SW1 ;has been pressed
15481837 ms ; SW4 ;has been pressed
15482301 ms ; SW2 ;has been pressed
15482952 ms ; SW2 ;has been pressed
15482974 ms ; SW3 ;has been pressed
15482995 ms ; SW4 ;has been pressed
15483017 ms ; SW1 ;has been pressed
15520218 ms ; SW2 ;has been pressed
15520340 ms ; SW2 ;has been pressed
15521282 ms ; SW1 ;has been pressed
15521590 ms ; SW1 ;has been pressed
15521741 ms ; SW4 ;has been pressed
15522310 ms ; SW3 ;has been pressed
15522804 ms ; SW2 ;has been pressed
15522925 ms ; SW2 ;has been pressed
15523153 ms ; SW1 ;has been pressed
15523437 ms ; SW1 ;has been pressed
15524166 ms ; SW4 ;has been pressed
15524188 ms ; SW1 ;has been pressed
15563952 ms ; SW1 ;has been pressed
15564463 ms ; SW2 ;has been pressed
15564654 ms ; SW2 ;has been pressed
15564775 ms ; SW2 ;has been pressed
15565663 ms ; SW4 ;has been pressed and the led UV has activate
15566295 ms ; SW4 ;has been pressed
15566962 ms ; SW4 ;has been pressed
15567284 ms ; SW4 ;has been pressed
15567685 ms ; SW4 ;has been pressed
15567806 ms ; SW4 ;has been pressed
15641413 ms ; SW3 ;has been pressed
15641435 ms ; SW4 ;has been pressed
15641556 ms ; SW3 ;has been pressed
15642584 ms ; SW4 ;has been pressed
15642704 ms ; SW4 ;has been pressed
15643432 ms ; SW4 ;has been pressed
15643626 ms ; SW4 ;has been pressed
15643748 ms ; SW4 ;has been pressed
15644354 ms ; SW4 ;has been pressed
15644476 ms ; SW4 ;has been pressed
15645290 ms ; SW4 ;has been pressed
15646023 ms ; SW3 ;has been pressed
15646045 ms ; SW4 ;has been pressed
15646297 ms ; SW3 ;has been pressed
15646641 ms ; SW3 ;has been pressed
15646664 ms ; SW4 ;has been pressed
15646785 ms ; SW4 ;has been pressed
15647215 ms ; SW3 ;has been pressed
15647975 ms ; SW4 ;has been pressed
15647996 ms ; SW3 ;has been pressed
15648225 ms ; SW3 ;has been pressed
15648246 ms ; SW4 ;has been pressed
15648845 ms ; SW4 ;has been pressed
15648875 ms ; SW1 ;has been pressed
15649076 ms ; SW2 ;has been pressed
15649198 ms ; SW4 ;has been pressed
15649319 ms ; SW2 ;has been pressed
15649617 ms ; SW3 ;has been pressed
15649908 ms ; SW2 ;has been pressed
15649930 ms ; SW4 ;has been pressed
15650019 ms ; SW1 ;has been pressed
15650182 ms ; SW2 ;has been pressed
15650304 ms ; SW3 ;has been pressed
15650586 ms ; SW2 ;has been pressed
15650708 ms ; SW2 ;has been pressed
15650732 ms ; SW1 ;has been pressed
15723261 ms ; SW4 ;has been pressed
15723288 ms ; SW3 ;has been pressed
15724860 ms ; SW2 ;has been pressed
15724989 ms ; SW2 ;has been pressed
15725010 ms ; SW3 ;has been pressed
15725032 ms ; SW4 ;has been pressed
15725053 ms ; SW1 ;has been pressed and the led UV has activate
15725377 ms ; SW4 ;has been pressed
15725399 ms ; SW1 ;has been pressed
15725519 ms ; SW4 ;has been pressed
15725830 ms ; SW1 ;has been pressed
15725968 ms ; SW1 ;has been pressed
15725989 ms ; SW4 ;has been pressed
15726259 ms ; SW1 ;has been pressed
15726328 ms ; SW4 ;has been pressed
15726850 ms ; SW2 ;has been pressed
15726871 ms ; SW3 ;has been pressed
15759798 ms ; SW2 ;has been pressed
15759819 ms ; SW1 ;has been pressed
15759979 ms ; SW2 ;has been pressed
15760321 ms ; SW2 ;has been pressed
15760343 ms ; SW1 ;has been pressed
15760674 ms ; SW2 ;has been pressed
15760696 ms ; SW1 ;has been pressed
15761006 ms ; SW1 ;has been pressed
15761258 ms ; SW1 ;has been pressed
15761472 ms ; SW1 ;has been pressed
15761693 ms ; SW1 ;has been pressed
15761892 ms ; SW1 ;has been pressed
15778325 ms ; SW1 ;has been pressed
15778651 ms ; SW2 ;has been pressed
15778868 ms ; SW2 ;has been pressed
15779629 ms ; SW2 ;has been pressed
15779650 ms ; SW4 ;has been pressed
15779899 ms ; SW2 ;has been pressed
15780298 ms ; SW4 ;has been pressed
15780475 ms ; SW4 ;has been pressed
15780926 ms ; SW4 ;has been pressed
15781173 ms ; SW4 ;has been pressed
15781390 ms ; SW4 ;has been pressed
15781689 ms ; SW3 ;has been pressed
15781810 ms ; SW3 ;has been pressed
15782213 ms ; SW1 ;has been pressed
15783763 ms ; SW1 ;has been pressed
15786071 ms ; SW2 ;has been pressed
15786664 ms ; SW4 ;has been pressed
15786686 ms ; SW3 ;has been pressed
15786717 ms ; SW2 ;has been pressed
15786785 ms ; SW1 ;has been pressed
15797837 ms ; SW2 ;has been pressed
15798096 ms ; SW2 ;has been pressed
15798118 ms ; SW3 ;has been pressed
15798797 ms ; SW1 ;has been pressed
15798820 ms ; SW4 ;has been pressed
15798941 ms ; SW4 ;has been pressed
15799222 ms ; SW1 ;has been pressed
15799247 ms ; SW4 ;has been pressed
15801342 ms ; SW2 ;has been pressed
15801483 ms ; SW2 ;has been pressed
15801604 ms ; SW2 ;has been pressed
15802033 ms ; SW2 ;has been pressed
15802194 ms ; SW2 ;has been pressed
15803806 ms ; SW2 ;has been pressed
15803928 ms ; SW2 ;has been pressed
15803950 ms ; SW1 ;has been pressed
15804022 ms ; SW3 ;has been pressed
15804044 ms ; SW4 ;has been pressed
15804733 ms ; SW1 ;has been pressed
15804755 ms ; SW4 ;has been pressed
15804777 ms ; SW3 ;has been pressed
15805066 ms ; SW2 ;has been pressed
15805758 ms ; SW4 ;has been pressed
15805890 ms ; SW4 ;has been pressed
15805912 ms ; SW1 ;has been pressed
15805933 ms ; SW2 ;has been pressed
15805955 ms ; SW3 ;has been pressed
15808347 ms ; SW3 ;has been pressed
15808482 ms ; SW2 ;has been pressed
15808604 ms ; SW2 ;has been pressed
15810452 ms ; SW2 ;has been pressed
15811548 ms ; SW1 ;has been pressed
15811879 ms ; SW1 ;has been pressed
15812151 ms ; SW1 ;has been pressed
15812328 ms ; SW2 ;has been pressed
15812411 ms ; SW1 ;has been pressed
15813932 ms ; SW4 ;has been pressed
15814260 ms ; SW4 ;has been pressed
15814832 ms ; SW4 ;has been pressed
15814953 ms ; SW4 ;has been pressed
16095635 ms ; SW3 ;has been pressed
16095959 ms ; SW3 ;has been pressed
16096128 ms ; SW3 ;has been pressed
16096448 ms ; SW1 ;has been pressed
16096952 ms ; SW4 ;has been pressed
16096973 ms ; SW1 ;has been pressed
16097161 ms ; SW1 ;has been pressed
16097362 ms ; SW3 ;has been pressed
16097484 ms ; SW2 ;has been pressed and the led UV has activate
16099837 ms ; SW4 ;has been pressed
16100059 ms ; SW4 ;has been pressed
16100116 ms ; SW2 ;has been pressed
16100435 ms ; SW4 ;has been pressed
16101209 ms ; SW4 ;has been pressed
16101230 ms ; SW3 ;has been pressed
16101504 ms ; SW4 ;has been pressed
16101525 ms ; SW3 ;has been pressed
16145917 ms ; SW1 ;has been pressed
16146250 ms ; SW1 ;has been pressed
16146790 ms ; SW2 ;has been pressed
16146939 ms ; SW4 ;has been pressed
16147283 ms ; SW2 ;has been pressed
16147308 ms ; SW4 ;has been pressed
16147484 ms ; SW2 ;has been pressed
16147606 ms ; SW2 ;has been pressed
16149319 ms ; SW2 ;has been pressed
16149740 ms ; SW2 ;has been pressed
16151977 ms ; SW3 ;has been pressed
16152370 ms ; SW4 ;has been pressed
16153422 ms ; SW1 ;has been pressed
16165882 ms ; SW4 ;has been pressed
16166658 ms ; SW4 ;has been pressed
16167431 ms ; SW3 ;has been pressed
16167732 ms ; SW3 ;has been pressed
16168692 ms ; SW4 ;has been pressed
16201056 ms ; SW4 ;has been pressed
16201181 ms ; SW4 ;has been pressed
16201600 ms ; SW3 ;has been pressed and the led UV has activate
16201990 ms ; SW2 ;has been pressed
16202112 ms ; SW2 ;has been pressed
16202411 ms ; SW1 ;has been pressed
16203185 ms ; SW2 ;has been pressed
16203307 ms ; SW2 ;has been pressed
16203462 ms ; SW2 ;has been pressed
16203584 ms ; SW1 ;has been pressed
16204152 ms ; SW1 ;has been pressed
16204329 ms ; SW4 ;has been pressed
16204451 ms ; SW3 ;has been pressed
16204473 ms ; SW2 ;has been pressed
16204912 ms ; SW2 ;has been pressed
16205043 ms ; SW2 ;has been pressed
16205165 ms ; SW2 ;has been pressed
16205186 ms ; SW1 ;has been pressed
16205400 ms ; SW1 ;has been pressed
16205531 ms ; SW2 ;has been pressed
16205869 ms ; SW4 ;has been pressed
16214501 ms ; SW2 ;has been pressed
16214932 ms ; SW2 ;has been pressed
16215204 ms ; SW2 ;has been pressed
16215928 ms ; SW1 ;has been pressed
16216195 ms ; SW1 ;has been pressed
16216509 ms ; SW1 ;has been pressed
16216812 ms ; SW1 ;has been pressed
16217111 ms ; SW1 ;has been pressed
16218746 ms ; SW1 ;has been pressed
16223105 ms ; SW4 ;has been pressed
16223361 ms ; SW4 ;has been pressed
16231145 ms ; SW1 ;has been pressed
16231592 ms ; SW2 ;has been pressed
16231993 ms ; SW1 ;has been pressed
16232322 ms ; SW2 ;has been pressed
16232725 ms ; SW3 ;has been pressed
16233349 ms ; SW4 ;has been pressed
16233469 ms ; SW4 ;has been pressed
16233491 ms ; SW3 ;has been pressed
16233847 ms ; SW3 ;has been pressed
16236217 ms ; SW2 ;has been pressed
16236384 ms ; SW2 ;has been pressed
16236675 ms ; SW2 ;has been pressed
16236775 ms ; SW1 ;has been pressed
16252148 ms ; SW1 ;has been pressed
16252449 ms ; SW2 ;has been pressed
16252895 ms ; SW3 ;has been pressed
16253590 ms ; SW3 ;has been pressed
16254631 ms ; SW4 ;has been pressed
16254653 ms ; SW3 ;has been pressed
16254852 ms ; SW3 ;has been pressed
16255221 ms ; SW4 ;has been pressed
16255243 ms ; SW3 ;has been pressed
16255706 ms ; SW4 ;has been pressed
16256679 ms ; SW4 ;has been pressed
16256800 ms ; SW4 ;has been pressed
16257054 ms ; SW3 ;has been pressed
16257175 ms ; SW3 ;has been pressed
16292020 ms ; SW4 ;has been pressed and the led UV has activate
16292387 ms ; SW4 ;has been pressed
16292676 ms ; SW4 ;has been pressed
16292942 ms ; SW4 ;has been pressed
16293192 ms ; SW4 ;has been pressed
16293448 ms ; SW4 ;has been pressed
16293719 ms ; SW4 ;has been pressed
16293920 ms ; SW4 ;has been pressed
16294534 ms ; SW4 ;has been pressed
16294930 ms ; SW4 ;has been pressed
16295052 ms ; SW4 ;has been pressed
16295285 ms ; SW4 ;has been pressed
16296232 ms ; SW4 ;has been pressed
16296374 ms ; SW4 ;has been pressed
16296525 ms ; SW4 ;has been pressed
16296646 ms ; SW4 ;has been pressed
16297331 ms ; SW4 ;has been pressed
16298032 ms ; SW4 ;has been pressed
16304928 ms ; SW4 ;has been pressed
16310707 ms ; SW4 ;has been pressed
16311339 ms ; SW4 ;has been pressed
16311460 ms ; SW4 ;has been pressed
16312259 ms ; SW4 ;has been pressed
16313160 ms ; SW4 ;has been pressed
16313607 ms ; SW4 ;has been pressed
16317564 ms ; SW4 ;has been pressed
16317740 ms ; SW4 ;has been pressed
16318009 ms ; SW4 ;has been pressed
16318397 ms ; SW4 ;has been pressed
16319790 ms ; SW4 ;has been pressed
16319918 ms ; SW4 ;has been pressed
16320231 ms ; SW4 ;has been pressed
16320352 ms ; SW4 ;has been pressed
16321890 ms ; SW3 ;has been pressed
16322012 ms ; SW3 ;has been pressed
16326458 ms ; SW3 ;has been pressed
16327312 ms ; SW3 ;has been pressed
16327842 ms ; SW3 ;has been pressed
16328336 ms ; SW4 ;has been pressed
16328458 ms ; SW4 ;has been pressed
16328728 ms ; SW4 ;has been pressed
16329060 ms ; SW4 ;has been pressed
16329205 ms ; SW4 ;has been pressed
18000431 ms ; 5 hours have passed
20991089 ms ; SW3 ;has been pressed
20991713 ms ; SW4 ;has been pressed
21364329 ms ; SW1 ;has been pressed and the led UV has activate
21364452 ms ; SW3 ;has been pressed
21372463 ms ; SW3 ;has been pressed
21373415 ms ; SW3 ;has been pressed
21374245 ms ; SW4 ;has been pressed
21374429 ms ; SW4 ;has been pressed
21374594 ms ; SW4 ;has been pressed
21375382 ms ; SW4 ;has been pressed
21375671 ms ; SW3 ;has been pressed
21377530 ms ; SW3 ;has been pressed
21377652 ms ; SW3 ;has been pressed
21379126 ms ; SW3 ;has been pressed
21379918 ms ; SW1 ;has been pressed
21380808 ms ; SW2 ;has been pressed
21380950 ms ; SW2 ;has been pressed
21381651 ms ; SW3 ;has been pressed
21382316 ms ; SW3 ;has been pressed
21384585 ms ; SW3 ;has been pressed
21435960 ms ; SW4 ;has been pressed
21436081 ms ; SW4 ;has been pressed
21436454 ms ; SW4 ;has been pressed
21436576 ms ; SW4 ;has been pressed
21436791 ms ; SW4 ;has been pressed
21436917 ms ; SW4 ;has been pressed
21457401 ms ; SW1 ;has been pressed
21458571 ms ; SW1 ;has been pressed
21463948 ms ; SW1 ;has been pressed
21464429 ms ; SW4 ;has been pressed
21464787 ms ; SW3 ;has been pressed
21611724 ms ; SW1 ;has been pressed
21613698 ms ; SW2 ;has been pressed and the led UV has activate
21613935 ms ; SW2 ;has been pressed
21614606 ms ; SW3 ;has been pressed
21615361 ms ; SW4 ;has been pressed
21929520 ms ; SW4 ;has been pressed
21929787 ms ; SW4 ;has been pressed
21929909 ms ; SW4 ;has been pressed
21930857 ms ; SW4 ;has been pressed
21931253 ms ; SW4 ;has been pressed
21931611 ms ; SW4 ;has been pressed
21932677 ms ; SW4 ;has been pressed
21932868 ms ; SW2 ;has been pressed
21933233 ms ; SW3 ;has been pressed and the led UV has activate
21933693 ms ; SW2 ;has been pressed
21933841 ms ; SW4 ;has been pressed
21934163 ms ; SW3 ;has been pressed
21934285 ms ; SW3 ;has been pressed
21934438 ms ; SW2 ;has been pressed
21934722 ms ; SW3 ;has been pressed
21935400 ms ; SW1 ;has been pressed
21935740 ms ; SW2 ;has been pressed
21936673 ms ; SW3 ;has been pressed
21937317 ms ; SW4 ;has been pressed
21939844 ms ; SW4 ;has been pressed
21940418 ms ; SW3 ;has been pressed
21942201 ms ; SW2 ;has been pressed
21942380 ms ; SW2 ;has been pressed
21942806 ms ; SW1 ;has been pressed
22251995 ms ; SW1 ;has been pressed
22252819 ms ; SW2 ;has been pressed
22252865 ms ; SW4 ;has been pressed and the led UV has activate
22253309 ms ; SW2 ;has been pressed
22253569 ms ; SW3 ;has been pressed
22253791 ms ; SW2 ;has been pressed
22254128 ms ; SW4 ;has been pressed
22254248 ms ; SW1 ;has been pressed
22254445 ms ; SW1 ;has been pressed
22254646 ms ; SW3 ;has been pressed
22254819 ms ; SW2 ;has been pressed
22255045 ms ; SW4 ;has been pressed
22255465 ms ; SW4 ;has been pressed
22255591 ms ; SW2 ;has been pressed
22255712 ms ; SW4 ;has been pressed
22255744 ms ; SW3 ;has been pressed
22298490 ms ; SW4 ;has been pressed
22298651 ms ; SW4 ;has been pressed
22299207 ms ; SW1 ;has been pressed
22300008 ms ; SW4 ;has been pressed
22300129 ms ; SW4 ;has been pressed
22300695 ms ; SW3 ;has been pressed
23765391 ms ; SW1 ;has been pressed and the led UV has activate
23767290 ms ; SW3 ;has been pressed
23767356 ms ; SW1 ;has been pressed
23767719 ms ; SW4 ;has been pressed
23768068 ms ; SW4 ;has been pressed
23768500 ms ; SW1 ;has been pressed
24215752 ms ; SW4 ;has been pressed
24216134 ms ; SW3 ;has been pressed
24216508 ms ; SW4 ;has been pressed
24216706 ms ; SW3 ;has been pressed
24216846 ms ; SW3 ;has been pressed
24217247 ms ; SW4 ;has been pressed
24217763 ms ; SW3 ;has been pressed
24217785 ms ; SW2 ;has been pressed and the led UV has activate
24218451 ms ; SW2 ;has been pressed
24218566 ms ; SW3 ;has been pressed
24219063 ms ; SW2 ;has been pressed
24219188 ms ; SW2 ;has been pressed
24319748 ms ; SW2 ;has been pressed
24320120 ms ; SW2 ;has been pressed
24320439 ms ; SW1 ;has been pressed
24320642 ms ; SW1 ;has been pressed
24320858 ms ; SW1 ;has been pressed
24323753 ms ; SW1 ;has been pressed
24323934 ms ; SW2 ;has been pressed
24324121 ms ; SW2 ;has been pressed
24324243 ms ; SW2 ;has been pressed
24325193 ms ; SW3 ;has been pressed and the led UV has activate
24325848 ms ; SW3 ;has been pressed
24327438 ms ; SW3 ;has been pressed
24327673 ms ; SW3 ;has been pressed
24329427 ms ; SW3 ;has been pressed
24329768 ms ; SW4 ;has been pressed
24338170 ms ; SW3 ;has been pressed
24338313 ms ; SW3 ;has been pressed
24339188 ms ; SW3 ;has been pressed
24340279 ms ; SW4 ;has been pressed
24341199 ms ; SW4 ;has been pressed
24341321 ms ; SW4 ;has been pressed
25373545 ms ; SW1 ;has been pressed
25374391 ms ; SW1 ;has been pressed
25374599 ms ; SW1 ;has been pressed
25374792 ms ; SW1 ;has been pressed
25375714 ms ; SW2 ;has been pressed
27532358 ms ; SW1 ;has been pressed
27534450 ms ; SW1 ;has been pressed
27536433 ms ; SW2 ;has been pressed
27536687 ms ; SW2 ;has been pressed
27536934 ms ; SW2 ;has been pressed
27537709 ms ; SW2 ;has been pressed
27538121 ms ; SW2 ;has been pressed
27538246 ms ; SW2 ;has been pressed
27538370 ms ; SW2 ;has been pressed
27540196 ms ; SW3 ;has been pressed
27540990 ms ; SW4 ;has been pressed and the led UV has activate
28197129 ms ; SW2 ;has been pressed
28197168 ms ; SW3 ;has been pressed
28197612 ms ; SW3 ;has been pressed
28197634 ms ; SW1 ;has been pressed and the led UV has activate
28198034 ms ; SW1 ;has been pressed
28198055 ms ; SW3 ;has been pressed
28198385 ms ; SW1 ;has been pressed
28198697 ms ; SW1 ;has been pressed
28519289 ms ; SW2 ;has been pressed and the led UV has activate
28519411 ms ; SW1 ;has been pressed
28520132 ms ; SW4 ;has been pressed
28520968 ms ; SW2 ;has been pressed
28521216 ms ; SW4 ;has been pressed
28521526 ms ; SW2 ;has been pressed
28521565 ms ; SW3 ;has been pressed
28521595 ms ; SW4 ;has been pressed
28521776 ms ; SW2 ;has been pressed
28521861 ms ; SW1 ;has been pressed
28616056 ms ; SW1 ;has been pressed
28617692 ms ; SW2 ;has been pressed
28617713 ms ; SW3 ;has been pressed and the led UV has activate
28619108 ms ; SW4 ;has been pressed
28619230 ms ; SW4 ;has been pressed
29034544 ms ; SW4 ;has been pressed and the led UV has activate
29034665 ms ; SW3 ;has been pressed
29044123 ms ; SW2 ;has been pressed
29044249 ms ; SW2 ;has been pressed
29044283 ms ; SW1 ;has been pressed
29044699 ms ; SW2 ;has been pressed
29044971 ms ; SW2 ;has been pressed
29050303 ms ; SW2 ;has been pressed
29050447 ms ; SW2 ;has been pressed
29050568 ms ; SW2 ;has been pressed
29050691 ms ; SW2 ;has been pressed
29055958 ms ; SW4 ;has been pressed
29057179 ms ; SW4 ;has been pressed
29059936 ms ; SW1 ;has been pressed
29060968 ms ; SW2 ;has been pressed
29061922 ms ; SW2 ;has been pressed
29062762 ms ; SW4 ;has been pressed
29063367 ms ; SW4 ;has been pressed
29064289 ms ; SW4 ;has been pressed
29064411 ms ; SW4 ;has been pressed
29064432 ms ; SW1 ;has been pressed
29064454 ms ; SW2 ;has been pressed
29064475 ms ; SW3 ;has been pressed
29298506 ms ; SW2 ;has been pressed
29298772 ms ; SW2 ;has been pressed
29298945 ms ; SW2 ;has been pressed
29303552 ms ; SW1 ;has been pressed and the led UV has activate
29304119 ms ; SW1 ;has been pressed
29304435 ms ; SW1 ;has been pressed
29304711 ms ; SW1 ;has been pressed
29379897 ms ; SW4 ;has been pressed
29381051 ms ; SW2 ;has been pressed
29381957 ms ; SW2 ;has been pressed
29382079 ms ; SW1 ;has been pressed
29382103 ms ; SW2 ;has been pressed
29382163 ms ; SW4 ;has been pressed
29524305 ms ; SW4 ;has been pressed
29525926 ms ; SW3 ;has been pressed
29526886 ms ; SW2 ;has been pressed and the led UV has activate
29527516 ms ; SW1 ;has been pressed
29796552 ms ; SW3 ;has been pressed and the led UV has activate
29797171 ms ; SW4 ;has been pressed
29797697 ms ; SW2 ;has been pressed
29797830 ms ; SW4 ;has been pressed
29798066 ms ; SW4 ;has been pressed
29798087 ms ; SW2 ;has been pressed
29798109 ms ; SW1 ;has been pressed
29798130 ms ; SW3 ;has been pressed
399 ms ; init
399 ms ; init
3340614 ms ; SW1 ;has been pressed and the led UV has activate
3340948 ms ; SW2 ;has been pressed
3341209 ms ; SW4 ;has been pressed
3341330 ms ; SW2 ;has been pressed
3345665 ms ; SW1 ;has been pressed
3346788 ms ; SW1 ;has been pressed
3347112 ms ; SW1 ;has been pressed
3347346 ms ; SW1 ;has been pressed
3347614 ms ; SW2 ;has been pressed
3350539 ms ; SW2 ;has been pressed
3350660 ms ; SW2 ;has been pressed
3350681 ms ; SW3 ;has been pressed
3350703 ms ; SW4 ;has been pressed
3350724 ms ; SW1 ;has been pressed
3351094 ms ; SW4 ;has been pressed
3351141 ms ; SW3 ;has been pressed
3351472 ms ; SW2 ;has been pressed
3351493 ms ; SW3 ;has been pressed
3351515 ms ; SW1 ;has been pressed
3673647 ms ; SW2 ;has been pressed and the led UV has activate
3789431 ms ; SW2 ;has been pressed
3797391 ms ; SW3 ;has been pressed and the led UV has activate
4899408 ms ; SW4 ;has been pressed and the led UV has activate
4899654 ms ; SW4 ;has been pressed
4902719 ms ; SW4 ;has been pressed
4902841 ms ; SW4 ;has been pressed
8012829 ms ; SW2 ;has been pressed
8013057 ms ; SW2 ;has been pressed
8013432 ms ; SW2 ;has been pressed
8014268 ms ; SW2 ;has been pressed
8014754 ms ; SW1 ;has been pressed and the led UV has activate
8014876 ms ; SW2 ;has been pressed
8015266 ms ; SW2 ;has been pressed
8015935 ms ; SW2 ;has been pressed
8016013 ms ; SW1 ;has been pressed
8016793 ms ; SW1 ;has been pressed
8017457 ms ; SW1 ;has been pressed
8017741 ms ; SW3 ;has been pressed
8018079 ms ; SW3 ;has been pressed
8018894 ms ; SW2 ;has been pressed
8019226 ms ; SW2 ;has been pressed
8019645 ms ; SW2 ;has been pressed
8019719 ms ; SW1 ;has been pressed
8019871 ms ; SW1 ;has been pressed
8020334 ms ; SW1 ;has been pressed
8028199 ms ; SW3 ;has been pressed
8028662 ms ; SW1 ;has been pressed
8028701 ms ; SW3 ;has been pressed
8029323 ms ; SW3 ;has been pressed
8030253 ms ; SW1 ;has been pressed
8030703 ms ; SW1 ;has been pressed
8030744 ms ; SW3 ;has been pressed
8031328 ms ; SW1 ;has been pressed
8031426 ms ; SW3 ;has been pressed
8031804 ms ; SW1 ;has been pressed
8031976 ms ; SW3 ;has been pressed
8033145 ms ; SW1 ;has been pressed
8033240 ms ; SW3 ;has been pressed
8033864 ms ; SW3 ;has been pressed
8034534 ms ; SW3 ;has been pressed
8034562 ms ; SW1 ;has been pressed
8035093 ms ; SW3 ;has been pressed
8035697 ms ; SW3 ;has been pressed
8035778 ms ; SW1 ;has been pressed
8036348 ms ; SW3 ;has been pressed
8036370 ms ; SW1 ;has been pressed
8036912 ms ; SW3 ;has been pressed
8037882 ms ; SW1 ;has been pressed
8038158 ms ; SW2 ;has been pressed
8038593 ms ; SW2 ;has been pressed
8038615 ms ; SW1 ;has been pressed
8039084 ms ; SW2 ;has been pressed
8039334 ms ; SW2 ;has been pressed
8039356 ms ; SW1 ;has been pressed
10198411 ms ; SW1 ;has been pressed
10204743 ms ; SW3 ;has been pressed
10209274 ms ; SW2 ;has been pressed and the led UV has activate
10209616 ms ; SW2 ;has been pressed
10209746 ms ; SW2 ;has been pressed
10209879 ms ; SW2 ;has been pressed
10210000 ms ; SW2 ;has been pressed
10214335 ms ; SW1 ;has been pressed
10501068 ms ; SW1 ;has been pressed
10501758 ms ; SW1 ;has been pressed
10501828 ms ; SW2 ;has been pressed
